train_score,rfecv_score,test_score
0.9061904761904763,0.9061904761904762,0.7878787878787878
0.8517857142857143,0.8827380952380952,0.9090909090909091
0.8190476190476191,0.8982142857142857,0.9090909090909091
0.8547619047619047,0.8857142857142856,0.8787878787878788
0.9279761904761905,0.9279761904761905,0.8484848484848485
0.8501984126984127,0.8668650793650793,0.9090909090909091
0.8539682539682538,0.8682539682539684,0.9393939393939394
0.9154761904761906,0.9297619047619048,0.8484848484848485
0.8793650793650795,0.9047619047619048,0.8484848484848485
0.8515873015873016,0.9055555555555556,0.8484848484848485
0.869047619047619,0.8958333333333333,0.8787878787878788
0.8644841269841269,0.9121031746031745,0.8484848484848485
0.8454761904761906,0.8579761904761906,0.9090909090909091
0.9047619047619049,0.926984126984127,0.8181818181818182
0.9079365079365079,0.919047619047619,0.8787878787878788
0.8341666666666667,0.8827380952380952,0.8787878787878788
0.8968253968253969,0.8968253968253969,0.8787878787878788
0.8300000000000001,0.8603571428571429,0.8787878787878788
0.8982142857142857,0.9107142857142858,0.7878787878787878
0.9166666666666666,0.9208333333333332,0.8484848484848485
0.8638888888888889,0.913888888888889,0.8484848484848485
0.8589285714285715,0.8714285714285716,0.9090909090909091
0.9458333333333334,0.9583333333333333,0.7575757575757576
0.8976190476190476,0.9261904761904762,0.7575757575757576
0.8583333333333334,0.8958333333333334,0.8484848484848485
0.8986111111111112,0.9277777777777777,0.8484848484848485
0.9238095238095239,0.9238095238095237,0.8181818181818182
0.9375,0.9375,0.8181818181818182
0.9033730158730158,0.91765873015873,0.8787878787878788
0.8966666666666668,0.8966666666666667,0.8787878787878788
0.8561904761904762,0.874642857142857,0.7878787878787878
0.8430952380952382,0.8430952380952382,0.9090909090909091
0.8940476190476192,0.9107142857142858,0.8787878787878788
0.8958333333333334,0.925,0.7878787878787878
0.8482142857142858,0.8607142857142858,0.9090909090909091
0.869047619047619,0.869047619047619,0.9393939393939394
0.8472222222222221,0.8708333333333333,0.8484848484848485
0.9047619047619048,0.9214285714285715,0.8787878787878788
0.8916666666666668,0.925,0.8787878787878788
0.8468253968253968,0.9,0.8484848484848485
0.8523809523809524,0.8607142857142855,0.8181818181818182
0.8722222222222221,0.8888888888888887,0.8787878787878788
0.8642857142857142,0.8809523809523808,0.7878787878787878
0.9089285714285715,0.9422619047619047,0.8181818181818182
0.9029761904761905,0.9029761904761905,0.8181818181818182
0.8645238095238096,0.8845238095238095,0.9090909090909091
0.8597222222222222,0.8930555555555555,0.9393939393939394
0.9126984126984128,0.9293650793650794,0.8181818181818182
0.8988095238095237,0.8988095238095237,0.8181818181818182
0.8625,0.875,0.9696969696969697
0.8954365079365081,0.907936507936508,0.8484848484848485
0.9139285714285716,0.9139285714285716,0.8484848484848485
0.8389285714285715,0.8990476190476191,0.7878787878787878
0.8738095238095237,0.9103174603174603,0.7878787878787878
0.9041666666666666,0.9166666666666667,0.8181818181818182
0.8666666666666666,0.8976190476190474,0.8787878787878788
0.8380952380952381,0.8571428571428571,0.8181818181818182
0.919047619047619,0.919047619047619,0.9090909090909091
0.8538095238095238,0.8538095238095238,0.8787878787878788
0.8871428571428572,0.9014285714285716,0.8787878787878788
0.924047619047619,0.9383333333333332,0.8181818181818182
0.9097619047619048,0.924047619047619,0.8484848484848485
0.8720238095238095,0.9130952380952382,0.8181818181818182
0.9125000000000002,0.9208333333333334,0.8787878787878788
0.8942857142857144,0.9371428571428574,0.8181818181818182
0.9148809523809524,0.917261904761905,0.8484848484848485
0.8863095238095238,0.9279761904761905,0.8484848484848485
0.8972619047619048,0.9097619047619048,0.9393939393939394
0.9589285714285716,0.9589285714285716,0.7878787878787878
0.8857142857142858,0.8857142857142858,0.7272727272727273
0.8696428571428572,0.8863095238095238,0.8181818181818182
0.8846428571428573,0.8989285714285715,0.8787878787878788
0.9,0.9142857142857143,0.8484848484848485
0.903809523809524,0.9714285714285715,0.7878787878787878
0.8180952380952382,0.8630952380952379,0.7878787878787878
0.8680555555555556,0.8680555555555556,0.9393939393939394
0.8468253968253968,0.8746031746031745,0.9393939393939394
0.9079761904761906,0.9389285714285716,0.8484848484848485
0.7901190476190476,0.8605952380952381,0.8181818181818182
0.8803571428571428,0.8946428571428571,0.8787878787878788
0.8666666666666666,0.9222222222222223,0.9090909090909091
0.8800000000000001,0.8799999999999999,0.8484848484848485
0.8777777777777779,0.9111111111111111,0.8484848484848485
0.9305555555555556,0.9305555555555556,0.8181818181818182
0.8952380952380953,0.9238095238095237,0.7575757575757576
0.9583333333333334,0.9583333333333333,0.8181818181818182
0.8898809523809523,0.8898809523809522,0.8181818181818182
0.868452380952381,0.868452380952381,0.9393939393939394
0.8833333333333334,0.9,0.9090909090909091
0.841309523809524,0.9014285714285716,0.8787878787878788
0.9089285714285715,0.9089285714285715,0.8484848484848485
0.8889285714285716,0.8889285714285716,0.8181818181818182
0.8345238095238094,0.894642857142857,0.9393939393939394
0.8875,0.9065476190476192,0.7878787878787878
0.8203571428571429,0.8328571428571427,1.0
0.8341666666666667,0.8627380952380952,0.8787878787878788
0.8793650793650795,0.907936507936508,0.8484848484848485
0.8626984126984126,0.9103174603174603,0.9090909090909091
0.8898809523809523,0.8954365079365081,0.9393939393939394
0.8966666666666668,0.9258333333333333,0.9393939393939394
